Pais,CodigoISOpaís,Oficinaderegistro,Grupoedad,Edad,areaConocimiento,SubAreaConocimiento,NivelAcademico,Estadocivil,Genero,Etniadelapersona,Estatura ,Localizacion,Cantidaddepersonas
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO,53,"INGENIERÍA, ARQUITECTURA Y AFINES","INGENIERÍA AGRONÓMICA, PECUARIA Y AFINES",PREGRADO - TÉCNICO PROFESIONAL,CASADO,FEMENINO,NINGUNA,-1,"(37.09024, -95.712891)",1
ESTADOS UNIDOS,USA,C. BOSTON,ADULTO,32,NO INDICA,NO INDICA,PREGRADO - PROFESIONAL,SOLTERO,FEMENINO,NINGUNA,145,"(37.09024, -95.712891)",1
ESPAÑA,ESP,C. MADRID,ADULTO JOVEN,23,CIENCIAS DE LA SALUD,ENFERMERÍA,NO INDICA,SOLTERO,FEMENINO,OTRO,-1,"(40.463667, -3.74922)",4
ESTADOS UNIDOS,USA,C. HOUSTON,ADULTO,39,NINGUNA,NINGUNA,NO INDICA,CASADO,MASCULINO,OTRO,-1,"(37.09024, -95.712891)",27
ESTADOS UNIDOS,USA,C. CHICAGO,ADULTO MAYOR,77,NO INDICA,NO INDICA,BACHILLERATO,DIVORCIADO,FEMENINO,SIN ETNIA REGISTRADA,165,"(37.09024, -95.712891)",1
CANADA,CAN,C. MONTREAL,ADULTO,46,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",ADMINISTRACIÓN,NO INDICA,CASADO,MASCULINO,OTRO,-1,"(56.130366, -106.346771)",10
ESPAÑA,ESP,C. BARCELONA,ADULTO,51,NINGUNA,NINGUNA,NINGUNO,SOLTERO,MASCULINO,OTRO,-1,"(40.463667, -3.74922)",1
VENEZUELA,VEN,C. CARACAS,ADULTO MAYOR,65,NO INDICA,NO INDICA,PREGRADO - PROFESIONAL,DIVORCIADO,FEMENINO,NINGUNA,170,"(6.42375, -66.58973)",1
ESPAÑA,ESP,C. BILBAO,ADULTO MAYOR,62,NINGUNA,NINGUNA,PRIMARIA,CASADO,FEMENINO,NINGUNA,158,"(40.463667, -3.74922)",1
RUMANIA,ROU,C. VARSOVIA,ADULTO,40,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",ADMINISTRACIÓN,PREGRADO - PROFESIONAL,CASADO,FEMENINO,NINGUNA,-1,"(45.943161, 24.96676)",1
VENEZUELA,VEN,C. BARINAS,ADULTO MAYOR,90,NO INDICA,NO INDICA,NINGUNO,VIUDO,FEMENINO,NINGUNA,170,"(6.42375, -66.58973)",1
CURAÇAO,CUW,C. WILLEMSTAD,INFANTE,11,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,FEMENINO,OTRO,72,"(12.16957, -68.990021)",1
ESPAÑA,ESP,C. BARCELONA,PRIMERA INFANCIA,4,NINGUNA,NINGUNA,NO INDICA,CASADO,MASCULINO,OTRO,-1,"(40.463667, -3.74922)",1
CANADA,CAN,C. TORONTO,ADULTO MAYOR,65,"INGENIERÍA, ARQUITECTURA Y AFINES",INGENIERÍA QUÍMICA Y AFINES,NO INDICA,DIVORCIADO,MASCULINO,OTRO,-1,"(56.130366, -106.346771)",1
ESPAÑA,ESP,C. MADRID,ADULTO,43,CIENCIAS DE LA SALUD,OTRO PROGRAMA DE SALUD,NO INDICA,CASADO,FEMENINO,NINGUNA,-1,"(40.463667, -3.74922)",3
ESPAÑA,ESP,C. MADRID,ADULTO,40,CIENCIAS DE LA SALUD,MEDICINA,NO INDICA,SOLTERO,MASCULINO,NINGUNA,-1,"(40.463667, -3.74922)",1
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO,54,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",ADMINISTRACIÓN,NO INDICA,CASADO,FEMENINO,OTRO,160,"(37.09024, -95.712891)",1
VENEZUELA,VEN,C. BARINAS,ADULTO,42,NO INDICA,NO INDICA,POSTGRADO - ESPECIALIZACIÓN,SOLTERO,FEMENINO,NINGUNA,158,"(6.42375, -66.58973)",1
ECUADOR,ECU,C. NUEVA LOJA,ADULTO,45,NO INDICA,NO INDICA,BACHILLERATO,UNION_LIBRE,MASCULINO,INDÍGENA,159,"(-1.831239, -78.183406)",1
ESTADOS UNIDOS,USA,C. NUEVA YORK,ADULTO,29,BELLAS ARTES,OTRO PROGRAMA DE BELLAS ARTES,POSTGRADO - MAESTRIA,CASADO,FEMENINO,OTRO,-1,"(37.09024, -95.712891)",1
FRANCIA,FRA,C. PARIS,ADULTO MAYOR,66,NINGUNA,NINGUNA,BACHILLERATO,CASADO,FEMENINO,OTRO,158,"(46.227638, 2.213749)",1
ITALIA,ITA,C. MILAN,ADULTO,33,NO INDICA,NO INDICA,BACHILLERATO,DESCONOCIDO,FEMENINO,OTRO,-1,"(41.87194, 12.56738)",1
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO,55,CIENCIAS SOCIALES Y HUMANAS,DERECHO Y AFINES,PREGRADO - TECNOLÓGICO,CASADO,FEMENINO,NINGUNA,159,"(37.09024, -95.712891)",1
ESTADOS UNIDOS,USA,C. HOUSTON,ADULTO,35,"INGENIERÍA, ARQUITECTURA Y AFINES",INGENIERÍA CIVIL Y AFINES,NO INDICA,CASADO,FEMENINO,NINGUNA,-1,"(37.09024, -95.712891)",2
ITALIA,ITA,C. MILAN,ADULTO MAYOR,61,CIENCIAS DE LA EDUCACIÓN,EDUCACIÓN,PREGRADO - PROFESIONAL,DIVORCIADO,FEMENINO,NINGUNA,164,"(41.87194, 12.56738)",1
VENEZUELA,VEN,C. VALENCIA VEN,ADULTO,38,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",CONTADURÍA PÚBLICA,PREGRADO - PROFESIONAL,CASADO,MASCULINO,NINGUNA,165,"(6.42375, -66.58973)",1
EL SALVADOR,SLV,C. SAN SALVADOR,ADULTO,29,NO INDICA,NO INDICA,BACHILLERATO,UNION_LIBRE,FEMENINO,NINGUNA,-1,"(13.794185, -88.89653)",1
VENEZUELA,VEN,C. CARACAS,ADULTO,43,"INGENIERÍA, ARQUITECTURA Y AFINES","INGENIERÍA EN SISTEMAS, TELEMÁTICA Y AFINES",NO INDICA,CASADO,FEMENINO,OTRO,-1,"(6.42375, -66.58973)",2
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO MAYOR,65,"INGENIERÍA, ARQUITECTURA Y AFINES",INGENIERÍA ADMINISTRATIVA Y AFINES,NO INDICA,CASADO,FEMENINO,OTRO,-1,"(37.09024, -95.712891)",1
REINO UNIDO,GBR,C. LONDRES,ADULTO,55,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",ADMINISTRACIÓN,PREGRADO - PROFESIONAL,SOLTERO,FEMENINO,OTRO,155,"(55.378051, -3.435973)",1
ESTADOS UNIDOS,USA,C. HOUSTON,ADULTO MAYOR,63,NO INDICA,NO INDICA,PREGRADO - PROFESIONAL,CASADO,MASCULINO,OTRO,189,"(37.09024, -95.712891)",1
ESTADOS UNIDOS,USA,C. NUEVA YORK,ADULTO,40,NO INDICA,NO INDICA,PREGRADO - PROFESIONAL,SOLTERO,MASCULINO,NINGUNA,-1,"(37.09024, -95.712891)",1
ESPAÑA,ESP,C. VALENCIA ESP,ADULTO MAYOR,61,NINGUNA,NINGUNA,POSTGRADO - ESPECIALIZACIÓN,SOLTERO,MASCULINO,NINGUNA,165,"(40.463667, -3.74922)",1
ESTADOS UNIDOS,USA,C. ATLANTA,ADULTO,47,NINGUNA,NINGUNA,NINGUNO,UNION_LIBRE,MASCULINO,OTRO,-1,"(37.09024, -95.712891)",1
ESTADOS UNIDOS,USA,C. LOS ANGELES,ADULTO,41,"INGENIERÍA, ARQUITECTURA Y AFINES","INGENIERÍA EN SISTEMAS, TELEMÁTICA Y AFINES",POSTGRADO - MAESTRIA,CASADO,MASCULINO,OTRO,-1,"(37.09024, -95.712891)",1
ESPAÑA,ESP,C. MADRID,ADULTO,52,"INGENIERÍA, ARQUITECTURA Y AFINES","INGENIERÍA EN SISTEMAS, TELEMÁTICA Y AFINES",NO INDICA,DIVORCIADO,MASCULINO,OTRO,-1,"(40.463667, -3.74922)",2
ESPAÑA,ESP,C. BILBAO,ADULTO,33,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,OTRO,178,"(40.463667, -3.74922)",1
ESPAÑA,ESP,C. MADRID,ADULTO,55,NO INDICA,NO INDICA,BACHILLERATO,CASADO,MASCULINO,OTRO,165,"(40.463667, -3.74922)",1
ESTADOS UNIDOS,USA,C. CHICAGO,ADULTO,51,"INGENIERÍA, ARQUITECTURA Y AFINES",ARQUITECTURA,NO INDICA,CASADO,MASCULINO,OTRO,-1,"(37.09024, -95.712891)",1
ECUADOR,ECU,C. STO DOM COLORADOS,ADULTO JOVEN,28,NINGUNA,NINGUNA,NO INDICA,UNION_LIBRE,FEMENINO,AFRODESCENDIENTE,-1,"(-1.831239, -78.183406)",1
ALEMANIA,DEU,C. BERLIN,ADULTO,33,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",ADMINISTRACIÓN,POSTGRADO - MAESTRIA,CASADO,FEMENINO,OTRO,-1,"(51.165691, 10.451526)",1
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO MAYOR,63,NO INDICA,NO INDICA,PREGRADO - TÉCNICO PROFESIONAL,SOLTERO,FEMENINO,NINGUNA,162,"(37.09024, -95.712891)",2
CANADA,CAN,C. MONTREAL,ADULTO,31,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",CONTADURÍA PÚBLICA,PREGRADO - PROFESIONAL,CASADO,FEMENINO,OTRO,-1,"(56.130366, -106.346771)",1
ITALIA,ITA,C. ROMA,ADULTO,34,NO INDICA,NO INDICA,POSTGRADO - MAESTRIA,SOLTERO,MASCULINO,NINGUNA,166,"(41.87194, 12.56738)",1
ARUBA,ABW,C. ARUBA,ADULTO,57,NO INDICA,NO INDICA,BACHILLERATO,CASADO,FEMENINO,NINGUNA,155,"(12.52111, -69.968338)",2
ESTADOS UNIDOS,USA,C. NUEVA YORK,ADULTO,35,NO INDICA,NO INDICA,PREGRADO - PROFESIONAL,SOLTERO,MASCULINO,NINGUNA,172,"(37.09024, -95.712891)",1
MEXICO,MEX,C. MEXICO,ADULTO,36,NO INDICA,NO INDICA,POSTGRADO - MAESTRIA,SOLTERO,FEMENINO,NINGUNA,175,"(23.634501, -102.552784)",1
ESTADOS UNIDOS,USA,C. SAN FRANCISCO,ADULTO,51,NO INDICA,NO INDICA,POSTGRADO - MAESTRIA,SOLTERO,FEMENINO,NINGUNA,156,"(37.09024, -95.712891)",1
CANADA,CAN,C. TORONTO,ADULTO,50,NO INDICA,NO INDICA,PREGRADO - PROFESIONAL,DIVORCIADO,FEMENINO,SIN ETNIA REGISTRADA,165,"(56.130366, -106.346771)",1
PORTUGAL,PRT,C. LISBOA,ADULTO,48,AVIACIÓN,AVIACIÓN,PREGRADO - TÉCNICO PROFESIONAL,CASADO,MASCULINO,NINGUNA,-1,"(39.399872, -8.224454)",1
VENEZUELA,VEN,C. MERIDA VEN,ADULTO MAYOR,66,NO INDICA,NO INDICA,BACHILLERATO,CASADO,MASCULINO,NINGUNA,157,"(6.42375, -66.58973)",1
AUSTRALIA,AUS,C. SYDNEY,ADULTO,36,NINGUNA,NINGUNA,NO INDICA,CASADO,MASCULINO,OTRO,-1,"(-25.274398, 133.775136)",1
ESTADOS UNIDOS,USA,C. NUEVA YORK,ADULTO,45,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",CONTADURÍA PÚBLICA,PREGRADO - PROFESIONAL,SOLTERO,FEMENINO,OTRO,-1,"(37.09024, -95.712891)",1
REINO UNIDO,GBR,C. LONDRES,ADULTO,34,CIENCIAS SOCIALES Y HUMANAS,DERECHO Y AFINES,NO INDICA,DESCONOCIDO,FEMENINO,OTRO,-1,"(55.378051, -3.435973)",1
COSTA RICA,CRI,C. SAN JOSE,ADULTO,41,NO INDICA,NO INDICA,PREGRADO - TÉCNICO PROFESIONAL,CASADO,FEMENINO,SIN ETNIA REGISTRADA,162,"(9.748917, -83.753428)",1
FRANCIA,FRA,C. PARIS,ADULTO,50,NO INDICA,NO INDICA,POSTGRADO - MAESTRIA,CASADO,MASCULINO,NINGUNA,176,"(46.227638, 2.213749)",1
VENEZUELA,VEN,C. CARACAS,ADULTO,36,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,MASCULINO,NINGUNA,169,"(6.42375, -66.58973)",1
VENEZUELA,VEN,C. VALENCIA VEN,ADULTO,29,NO INDICA,NO INDICA,PRIMARIA,SOLTERO,FEMENINO,NINGUNA,158,"(6.42375, -66.58973)",2
ESTADOS UNIDOS,USA,C. NEWARK,ADULTO,36,NO INDICA,NO INDICA,PREGRADO - PROFESIONAL,SOLTERO,FEMENINO,NINGUNA,163,"(37.09024, -95.712891)",1
VENEZUELA,VEN,C. SAN FNDO ATABAPO,ADULTO,53,NINGUNA,NINGUNA,NO INDICA,CASADO,FEMENINO,OTRO,-1,"(6.42375, -66.58973)",1
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO,35,NO INDICA,NO INDICA,POSTGRADO - MAESTRIA,SOLTERO,MASCULINO,OTRO,173,"(37.09024, -95.712891)",1
REINO UNIDO,GBR,C. LONDRES,ADULTO,47,NO INDICA,NO INDICA,PREGRADO - PROFESIONAL,CASADO,MASCULINO,OTRO,171,"(55.378051, -3.435973)",1
ESPAÑA,ESP,C. PALMA DE MALLORCA,ADULTO,47,BELLAS ARTES,DISEÑO,NO INDICA,CASADO,MASCULINO,NINGUNA,-1,"(40.463667, -3.74922)",1
ESTADOS UNIDOS,USA,C. ORLANDO,ADULTO,52,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",CONTADURÍA PÚBLICA,PREGRADO - TECNOLÓGICO,DESCONOCIDO,FEMENINO,NINGUNA,-1,"(37.09024, -95.712891)",1
ECUADOR,ECU,C. QUITO,ADULTO,55,NO INDICA,NO INDICA,PREGRADO - PROFESIONAL,CASADO,MASCULINO,NINGUNA,179,"(-1.831239, -78.183406)",1
MEXICO,MEX,C. MEXICO,ADULTO,38,NO INDICA,NO INDICA,PREGRADO - PROFESIONAL,SOLTERO,FEMENINO,NINGUNA,178,"(23.634501, -102.552784)",1
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO MAYOR,67,NO INDICA,NO INDICA,PREGRADO - TÉCNICO PROFESIONAL,VIUDO,FEMENINO,OTRO,155,"(37.09024, -95.712891)",1
ESPAÑA,ESP,C. SEVILLA,ADULTO JOVEN,24,"INGENIERÍA, ARQUITECTURA Y AFINES",INGENIERÍA QUÍMICA Y AFINES,NO INDICA,SOLTERO,FEMENINO,NINGUNA,-1,"(40.463667, -3.74922)",1
CANADA,CAN,C. CALGARY,ADOLESCENTE,15,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,OTRO,-1,"(56.130366, -106.346771)",1
CANADA,CAN,C. TORONTO,ADULTO,34,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",CONTADURÍA PÚBLICA,PREGRADO - PROFESIONAL,CASADO,FEMENINO,NINGUNA,-1,"(56.130366, -106.346771)",2
ESPAÑA,ESP,C. BILBAO,ADULTO JOVEN,25,CIENCIAS DE LA SALUD,ODONTOLOGÍA,PREGRADO - TÉCNICO PROFESIONAL,SOLTERO,FEMENINO,OTRO,-1,"(40.463667, -3.74922)",1
VENEZUELA,VEN,C. CARACAS,ADULTO MAYOR,84,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,NINGUNA,163,"(6.42375, -66.58973)",1
AUSTRALIA,AUS,C. SYDNEY,ADULTO,37,"INGENIERÍA, ARQUITECTURA Y AFINES",INGENIERÍA ELÉCTRICA Y AFINES,NO INDICA,CASADO,MASCULINO,NINGUNA,-1,"(-25.274398, 133.775136)",1
SUECIA,SWE,C. ESTOCOLMO,ADULTO,52,NO INDICA,NO INDICA,PRIMARIA,CASADO,FEMENINO,NINGUNA,155,"(60.128161, 18.643501)",1
ESTADOS UNIDOS,USA,C. NEWARK,ADULTO,45,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,NINGUNA,-1,"(37.09024, -95.712891)",1
ESTADOS UNIDOS,USA,C. NUEVA YORK,ADULTO MAYOR,66,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,OTRO,153,"(37.09024, -95.712891)",1
ESPAÑA,ESP,C. BARCELONA,PRIMERA INFANCIA,5,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,OTRO,-1,"(40.463667, -3.74922)",6
VENEZUELA,VEN,C. MARACAIBO,ADULTO JOVEN,27,NO INDICA,NO INDICA,PRIMARIA,DESCONOCIDO,MASCULINO,SIN ETNIA REGISTRADA,-1,"(6.42375, -66.58973)",1
ESTADOS UNIDOS,USA,C. WASHINGTON,ADULTO JOVEN,26,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",CONTADURÍA PÚBLICA,NO INDICA,SOLTERO,FEMENINO,NINGUNA,-1,"(37.09024, -95.712891)",3
ESPAÑA,ESP,C. MADRID,ADULTO,38,CIENCIAS DE LA SALUD,MEDICINA,BACHILLERATO,SOLTERO,MASCULINO,NINGUNA,181,"(40.463667, -3.74922)",1
ESTADOS UNIDOS,USA,C. NEWARK,ADULTO,57,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",CONTADURÍA PÚBLICA,PREGRADO - PROFESIONAL,CASADO,FEMENINO,OTRO,-1,"(37.09024, -95.712891)",1
FRANCIA,FRA,C. PARIS,ADULTO MAYOR,69,NO INDICA,NO INDICA,PRIMARIA,UNION_LIBRE,FEMENINO,SIN ETNIA REGISTRADA,-1,"(46.227638, 2.213749)",1
ESTADOS UNIDOS,USA,C. LOS ANGELES,ADULTO,51,NO INDICA,NO INDICA,POSTGRADO - MAESTRIA,CASADO,MASCULINO,NINGUNA,178,"(37.09024, -95.712891)",1
PANAMA,PAN,C. PANAMA,ADULTO,57,NO INDICA,NO INDICA,BACHILLERATO,CASADO,FEMENINO,NINGUNA,157,"(8.537981, -80.782127)",1
CHILE,CHL,C. SANTIAGO,ADULTO,30,CIENCIAS DE LA SALUD,ENFERMERÍA,NO INDICA,SOLTERO,FEMENINO,NINGUNA,-1,"(-35.675147, -71.542969)",1
VENEZUELA,VEN,C. MARACAIBO,ADULTO MAYOR,68,NO INDICA,NO INDICA,BACHILLERATO,UNION_LIBRE,FEMENINO,SIN ETNIA REGISTRADA,152,"(6.42375, -66.58973)",1
ECUADOR,ECU,C. QUITO,ADULTO,49,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,OTRO,-1,"(-1.831239, -78.183406)",6
VENEZUELA,VEN,C. MARACAIBO,ADULTO,48,NO INDICA,NO INDICA,PREGRADO - PROFESIONAL,SOLTERO,FEMENINO,NINGUNA,162,"(6.42375, -66.58973)",1
MALASIA,MYS,C. KUALA LUMPUR,ADULTO,37,NINGUNA,NINGUNA,NO INDICA,SOLTERO,MASCULINO,OTRO,-1,"(4.210484, 101.975766)",2
VENEZUELA,VEN,C. MERIDA VEN,ADULTO,42,"INGENIERÍA, ARQUITECTURA Y AFINES",INGENIERÍA CIVIL Y AFINES,PREGRADO - PROFESIONAL,SOLTERO,MASCULINO,NINGUNA,-1,"(6.42375, -66.58973)",1
MEXICO,MEX,C. CANCUN,ADULTO,35,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",ECONOMÍA,POSTGRADO - MAESTRIA,SOLTERO,FEMENINO,AFRODESCENDIENTE,-1,"(23.634501, -102.552784)",1
BELGICA,BEL,C. BRUSELAS,ADULTO,35,MATEMÁTICAS Y CIENCIAS NATURALES,QUÍMICA Y AFINES,NO INDICA,SOLTERO,FEMENINO,OTRO,-1,"(50.503887, 4.469936)",1
ESPAÑA,ESP,C. LAS PALMAS DE G.C,ADULTO,40,NINGUNA,NINGUNA,BACHILLERATO,CASADO,MASCULINO,NINGUNA,174,"(40.463667, -3.74922)",1
ESPAÑA,ESP,C. BARCELONA,ADULTO,43,CIENCIAS DE LA SALUD,OTRO PROGRAMA DE SALUD,PREGRADO - PROFESIONAL,SOLTERO,MASCULINO,OTRO,-1,"(40.463667, -3.74922)",1
ECUADOR,ECU,C. GUAYAQUIL,INFANTE,7,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,MASCULINO,OTRO,-1,"(-1.831239, -78.183406)",5
ESTADOS UNIDOS,USA,C. MIAMI,ADULTO,52,NO INDICA,NO INDICA,PREGRADO - PROFESIONAL,CASADO,MASCULINO,NINGUNA,179,"(37.09024, -95.712891)",1
TURQUIA,TUR,C. ANKARA,ADULTO JOVEN,27,CIENCIAS SOCIALES Y HUMANAS,CIENCIA POLÍTICA Y/O RELACIONES INTERNACIONALES,NO INDICA,DESCONOCIDO,MASCULINO,OTRO,-1,"(38.963745, 35.243322)",1
ECUADOR,ECU,C. STO DOM COLORADOS,ADULTO,49,NO INDICA,NO INDICA,NINGUNO,UNION_LIBRE,MASCULINO,NINGUNA,165,"(-1.831239, -78.183406)",1
PERU,PER,C. LIMA,ADULTO MAYOR,65,NINGUNA,NINGUNA,BACHILLERATO,CASADO,MASCULINO,NINGUNA,159,"(-9.189967, -75.015152)",1
MEXICO,MEX,C. MEXICO,ADULTO,35,NINGUNA,NINGUNA,BACHILLERATO,VIUDO,FEMENINO,OTRO,-1,"(23.634501, -102.552784)",1
ITALIA,ITA,C. ROMA,ADULTO,53,(NO REGISTRA),(NO REGISTRA),(NO REGISTRA),CASADO,FEMENINO,OTRO,-1,"(41.87194, 12.56738)",1
BRASIL,BRA,C. SAO PAULO,ADULTO JOVEN,26,NINGUNA,NINGUNA,BACHILLERATO,SOLTERO,MASCULINO,NINGUNA,-1,"(-14.235004, -51.92528)",2
ESPAÑA,ESP,C. BILBAO,ADULTO,42,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,MASCULINO,SIN ETNIA REGISTRADA,181,"(40.463667, -3.74922)",1
VENEZUELA,VEN,C. CARACAS,ADULTO MAYOR,81,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",ADMINISTRACIÓN,PREGRADO - TÉCNICO PROFESIONAL,VIUDO,FEMENINO,NINGUNA,161,"(6.42375, -66.58973)",1
ECUADOR,ECU,C. TULCAN,ADULTO,39,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,NINGUNA,153,"(-1.831239, -78.183406)",1
ESTADOS UNIDOS,USA,C. ATLANTA,ADULTO,41,"ECONOMÍA, ADMINISTRACIÓN CONTADURIA Y AFINES",ADMINISTRACIÓN,NO INDICA,SOLTERO,MASCULINO,OTRO,-1,"(37.09024, -95.712891)",1
CHILE,CHL,C. ANTOFAGASTA,ADULTO MAYOR,60,NO INDICA,NO INDICA,PREGRADO - TÉCNICO PROFESIONAL,SOLTERO,FEMENINO,OTRO,150,"(-35.675147, -71.542969)",1
MEXICO,MEX,C. CANCUN,ADULTO MAYOR,75,NINGUNA,NINGUNA,NO INDICA,SOLTERO,FEMENINO,NINGUNA,-1,"(23.634501, -102.552784)",1
MEXICO,MEX,C. GUADALAJARA,ADULTO,31,CIENCIAS DE LA EDUCACIÓN,EDUCACIÓN,NO INDICA,DESCONOCIDO,MASCULINO,OTRO,-1,"(23.634501, -102.552784)",1
VENEZUELA,VEN,C. CARACAS,ADULTO,30,"INGENIERÍA, ARQUITECTURA Y AFINES","INGENIERÍA AMBIENTAL, SANITARIA Y AFINES",PREGRADO - PROFESIONAL,SOLTERO,MASCULINO,NINGUNA,-1,"(6.42375, -66.58973)",1
ITALIA,ITA,C. ROMA,ADULTO,45,NO INDICA,NO INDICA,PREGRADO - PROFESIONAL,CASADO,MASCULINO,NINGUNA,184,"(41.87194, 12.56738)",1
CHILE,CHL,C. ANTOFAGASTA,ADULTO,40,"INGENIERÍA, ARQUITECTURA Y AFINES",INGENIERÍA ELÉCTRICA Y AFINES,NO INDICA,SOLTERO,MASCULINO,AFRODESCENDIENTE,-1,"(-35.675147, -71.542969)",1
PAISES BAJOS,NLD,C. AMSTERDAM,ADULTO JOVEN,23,BELLAS ARTES,MÚSICA,BACHILLERATO,SOLTERO,MASCULINO,NINGUNA,-1,"(52.132633, 5.291266)",1
TAILANDIA,THA,C. BANGKOK,ADULTO,43,CIENCIAS DE LA EDUCACIÓN,EDUCACIÓN,NO INDICA,CASADO,MASCULINO,OTRO,-1,"(15.870032, 100.992541)",1
REINO UNIDO,GBR,C. LONDRES,ADULTO,39,MATEMÁTICAS Y CIENCIAS NATURALES,"BIOLOGÍA, MICROBIOLOGÍA Y AFINES",NO INDICA,CASADO,MASCULINO,OTRO,-1,"(55.378051, -3.435973)",1
ESTADOS UNIDOS,USA,C. HOUSTON,ADULTO,43,CIENCIAS SOCIALES Y HUMANAS,CIENCIA POLÍTICA Y/O RELACIONES INTERNACIONALES,NO INDICA,DIVORCIADO,FEMENINO,NINGUNA,-1,"(37.09024, -95.712891)",1
ESTADOS UNIDOS,USA,C. NUEVA YORK,ADULTO,33,NO INDICA,NO INDICA,BACHILLERATO,UNION_LIBRE,FEMENINO,OTRO,170,"(37.09024, -95.712891)",1
ESTADOS UNIDOS,USA,C. ORLANDO,ADULTO JOVEN,19,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,NINGUNA,-1,"(37.09024, -95.712891)",1
PANAMA,PAN,C. PANAMA,ADULTO,57,CIENCIAS DE LA SALUD,ENFERMERÍA,NO INDICA,DESCONOCIDO,FEMENINO,OTRO,-1,"(8.537981, -80.782127)",1
VENEZUELA,VEN,C. SAN ANT DE TACHIRA,ADULTO,47,NINGUNA,NINGUNA,BACHILLERATO,CASADO,MASCULINO,NINGUNA,172,"(6.42375, -66.58973)",1
ESPAÑA,ESP,C. BARCELONA,ADULTO,35,"INGENIERÍA, ARQUITECTURA Y AFINES",INGENIERÍA MECÁNICA Y AFINES,POSTGRADO - ESPECIALIZACIÓN,UNION_LIBRE,MASCULINO,NINGUNA,-1,"(40.463667, -3.74922)",1
VENEZUELA,VEN,C. PUERTO LA CRUZ,ADULTO,52,NO INDICA,NO INDICA,BACHILLERATO,SOLTERO,FEMENINO,SIN ETNIA REGISTRADA,150,"(6.42375, -66.58973)",1
VENEZUELA,VEN,C. CARACAS,ADULTO,32,NINGUNA,NINGUNA,PRIMARIA,SOLTERO,MASCULINO,NINGUNA,-1,"(6.42375, -66.58973)",2
ARUBA,ABW,C. ARUBA,ADULTO,47,NO INDICA,NO INDICA,BACHILLERATO,CASADO,FEMENINO,SIN ETNIA REGISTRADA,158,"(12.52111, -69.968338)",1
ESTADOS UNIDOS,USA,C. WASHINGTON,ADULTO MAYOR,61,NINGUNA,NINGUNA,NINGUNO,SOLTERO,MASCULINO,OTRO,-1,"(37.09024, -95.712891)",1
CHINA,CHN,C. BEIJING,ADULTO,45,CIENCIAS DE LA EDUCACIÓN,EDUCACIÓN,NO INDICA,DESCONOCIDO,FEMENINO,OTRO,-1,"(35.86166, 104.195397)",1
MEXICO,MEX,C. MEXICO,ADULTO,44,CIENCIAS DE LA SALUD,ENFERMERÍA,NO INDICA,SOLTERO,FEMENINO,NINGUNA,-1,"(23.634501, -102.552784)",1
ESTADOS UNIDOS,USA,C. CHICAGO,ADULTO,38,NINGUNA,NINGUNA,BACHILLERATO,CASADO,MASCULINO,OTRO,170,"(37.09024, -95.712891)",1
ESTADOS UNIDOS,USA,C. ATLANTA,ADULTO,45,NO INDICA,NO INDICA,PREGRADO - PROFESIONAL,CASADO,MASCULINO,NINGUNA,190,"(37.09024, -95.712891)",1
